category,name,district,amount_instructed,pre_tax_billed_amount,total_value_with_tax
website,24ORESIMATHIA.GR,,1000.0,1000.0,1240.0
website,4TROXOI.GR,,2000.0,2000.0,2480.0
website,ACTION24.GR,,40000.0,40000.0,49600.0
website,ADESMEFTI-THRAKIS.BLOGSPOT.COM,,1000.0,1000.0,1240.0
website,ADESMEUTI.GR,,1000.0,1000.0,1240.0
website,AEGEANEWS.GR,,1000.0,1000.0,1240.0
website,AERASNEWS.GR,,1000.0,1000.0,1240.0
website,AGONASKRITIS.GR,,1500.0,1500.0,1860.0
website,AGRINIOCULTURE.GR,,1000.0,1000.0,1240.0
website,AGRINIONEWS.GR,,1500.0,1500.0,1860.0
website,AGRINIOPRESS.GR,,1500.0,1500.0,1860.0
website,AGRINIOTIMES.GR,,1000.0,1000.0,1240.0
website,AGRINIOVOICE.GR,,1500.0,1500.0,1860.0
website,AGRONEWS.GR,,5000.0,5000.0,6200.0
website,AIGIALEIAPRESS.COM,,1000.0,1000.0,1240.0
website,AIXMINEWS.GR,,1000.0,1000.0,1240.0
website,ALEXANDREIA-GIDAS.GR,,1000.0,1000.0,1240.0
website,ALEXANDRIAMOU.GR,,1000.0,1000.0,1240.0
website,ALITHIA.GR,,1000.0,1000.0,1240.0
website,ALITHIANEWS.GR,,1000.0,1000.0,1240.0
website,ALMYROS.GR,,1000.0,1000.0,1240.0
website,ALPHAFM.GR,,1000.0,1000.0,1240.0
website,ALPHAFREEPRESS.GR,,5000.0,5000.0,6200.0
website,ALPHA-NEWS.GR,,1000.0,1000.0,1240.0
website,ALPHATV.GR,,100000.0,100000.0,124000.0
website,AMNA.GR,,15000.0,15000.0,18600.0
website,ANAGNOSTIS.ORG,,1000.0,1000.0,1240.0
website,ANDRO.GR,,5000.0,5000.0,6200.0
website,ANEX.GR,,1000.0,1000.0,1240.0
website,ANTENNA.GR,,100000.0,100000.0,124000.0
website,ANTILALOSPRESS.GR,,1000.0,1000.0,1240.0
website,APELA.GR,,1000.0,1000.0,1240.0
website,APOKALIPTIKALIVE.GR,,4000.0,0.0,0.0
website,APOPSEIS.GR,,2000.0,2000.0,2480.0
website,APOPSILIVE.GR,,1000.0,1000.0,1240.0
website,APOTIS4STIS5.COM,,5000.0,5000.0,6200.0
website,ARCADIA938.GR,,1000.0,1000.0,1240.0
website,ARCADIAPORTAL.GR,,1000.0,1000.0,1240.0
website,ARGIRO.GR,,12500.0,12500.0,15500.0
website,ARGOLIKESEIDHSEIS.GR,,1000.0,1000.0,1240.0
website,ARGOLIKIANAPTIKSI.GR,,1000.0,1000.0,1240.0
website,ARIDAIANEWS.BLOGSPOT.COM,,1000.0,1000.0,1240.0
website,ASTRATV.GR,,1000.0,1000.0,1240.0
website,ATHENSDEEJAY.GR,,5000.0,5000.0,6200.0
website,ATHENSREVIEWOFBOOKS.COM,,5000.0,5000.0,6200.0
website,ATHENSVOICE.GR,,180000.0,180000.0,223200.0
website,ATHINORAMA.GR,,10000.0,10000.0,12400.0
website,ATPREVEZA.GR,,1000.0,1000.0,1240.0
website,AVOPOLIS.GR,,10000.0,10000.0,12400.0
website,AXIANEWS.GR,,4000.0,4000.0,4960.0
website,BACKSTAGE24.GR,,1000.0,1000.0,1240.0
website,BANKNEWS.GR,,2000.0,2000.0,2480.0
website,BANKS.COM.GR,,6700.0,6700.0,8308.0
website,BANKWARS.GR,,2000.0,2000.0,2480.0
website,BEST926.GR,,5000.0,5000.0,6200.0
website,BEST-TV.GR,,1000.0,1000.0,1240.0
website,BIGBUSINESS.GR,,3000.0,3000.0,3720.0
website,BISKOTTO.GR,,1000.0,1000.0,1240.0
website,BLUESKYTV.GR,,40000.0,40000.0,49600.0
website,BOOKSJOURNAL.GR,,7000.0,7000.0,8680.0
website,BORO.GR,,5000.0,5000.0,6200.0
website,BOVARY.GR,,100000.0,100000.0,124000.0
website,BUSINESSDAILY.GR,,15000.0,15000.0,18600.0
website,BUSINESSENERGY.GR,,5000.0,5000.0,6200.0
website,BUSINESSNEWS.GR,,10000.0,10000.0,12400.0
website,CAPITAL.GR,,120000.0,120000.0,148800.0
website,CHANIALIVETV.GR,,1500.0,1500.0,1860.0
website,CHANIANEWS.GR,,2000.0,2000.0,2480.0
website,CHIOSPRESS.GR,,1000.0,1000.0,1240.0
website,CNN.GR,,100000.0,100000.0,124000.0
website,CORFUPRESS.COM,,1000.0,1000.0,1240.0
website,CORFUTVNEWS.GR,,1000.0,1000.0,1240.0
website,CRETA24.GR,,1500.0,1500.0,1860.0
website,CRETALIVE.GR,,1500.0,1500.0,1860.0
website,CRETAPOST.GR,,1500.0,1500.0,1860.0
website,CRETAVOICE.GR,,2000.0,2000.0,2480.0
website,CRISISMONITOR.GR,,2000.0,2000.0,2480.0
website,CULTURENOW.GR,,2000.0,2000.0,2480.0
website,CYCLADES24.GR,,1000.0,1000.0,1240.0
website,DAILYPOST.GR,,7500.0,7500.0,9300.0
website,DEALNEWS.GR,,5000.0,5000.0,6200.0
website,DEFENCE-POINT.GR,,10000.0,10000.0,12400.0
website,DESTANEA.COM,,1000.0,1000.0,1000.0
website,DETE.GR,,3000.0,3000.0,3720.0
website,DIAFANEIA.COM,,1000.0,1000.0,1240.0
website,DIAVOULEUSI.GR,,1000.0,1000.0,1240.0
website,DIDYMOTEICHO.NET,,1000.0,0.0,0.0
website,DIESI.GR,,15000.0,15000.0,18600.0
website,DIFERNEWS.GR,,2000.0,2000.0,2480.0
website,DIKAIOLOGITIKA.GR,,20000.0,20000.0,24800.0
website,DIKASTIKO.GR,,10000.0,10000.0,12400.0
website,DIMARXOS.GR,,5000.0,5000.0,5000.0
website,DIMOKRATIKI.GR,,2000.0,2000.0,2480.0
website,DIMOPRASION.GR,,1000.0,1000.0,1240.0
website,DIMOSDATA.GR,,1000.0,1000.0,1240.0
website,DIMOSIO.GR,,5000.0,5000.0,6200.0
website,DINAMIPROSFORAS.GR,,4000.0,4000.0,4960.0
website,DOWNTOWN.GR,,5000.0,5000.0,6200.0
website,DRAMINI.GR,,2000.0,2000.0,2480.0
website,DROMOSFM.GR,,15000.0,15000.0,18600.0
website,DRT915.GR,,1000.0,1000.0,1240.0
website,DZNEWS.GR,,1000.0,1000.0,1240.0
website,EASY972.GR,,20000.0,20000.0,24800.0
website,ECHOFLORINA.GR,,1000.0,1000.0,1240.0
website,ECONOMICO.GR,,5000.0,5000.0,6200.0
website,ECONOMISTAS.GR,,50000.0,50000.0,62000.0
website,ECONOMIX.GR,,10000.0,10000.0,12400.0
website,ECOZEN.GR,,1000.0,1000.0,1240.0
website,E-EVROS.GR,,2000.0,2000.0,2480.0
website,EFIMERIDAKAVALA.GR,,1000.0,1000.0,1240.0
website,EFSYN.GR,,10000.0,10000.0,12400.0
website,EFTHIA.GR,,2000.0,2000.0,2480.0
website,EGNOMI.GR,,1000.0,1000.0,1240.0
website,E-GORTYNIA.GR,,1800.0,1800.0,2232.0
website,EIDISIS.GR,,1000.0,1000.0,1240.0
website,E-IGOUMENITSA.GR,,1000.0,1000.0,1240.0
website,EIRINIKA.GR,,5000.0,5000.0,6200.0
website,EKATHIMERINI.COM,,10000.0,10000.0,12400.0
website,EKORINTHOS.GR,,1000.0,1000.0,1240.0
website,EKRITI.GR,,3000.0,3000.0,3720.0
website,ELASSONANEWS.GR,,1000.0,1000.0,1240.0
website,ELCULTURE.GR,,5000.0,5000.0,6200.0
website,ELE.GR,,1000.0,1000.0,1240.0
website,ELEFTHERIA.GR,,3000.0,3000.0,3720.0
website,ELEFTHERIALOGOU.GR,,1000.0,1000.0,1240.0
website,ELEFTHERIAONLINE.GR,,1000.0,1000.0,1240.0
website,ELEFTHERIFONI.GR,,1000.0,1000.0,1240.0
website,ELEFTHEROSTYPOS.GR,,20000.0,20000.0,24800.0
website,ELLE.GR,,8000.0,8000.0,9920.0
website,ELLINES.COM,,5000.0,5000.0,6200.0
website,ELLINISMOS-ORTHODOXIA.GR,,3000.0,3000.0,3720.0
website,E-MAISTROS.GR,,1000.0,1000.0,1240.0
website,EMEA.GR,,5000.0,5000.0,6200.0
website,E-MESARA.GR,,1000.0,1000.0,1240.0
website,EMPROSNET.GR,,1000.0,1000.0,1240.0
website,EMVOLOS.GR,,1000.0,1000.0,1240.0
website,ENANEWS.GR,,1000.0,1000.0,1240.0
website,ENDELFOISONLINE.GR,,1000.0,1000.0,1240.0
website,ENERGYPRESS.GR,,3000.0,3000.0,3720.0
website,ENIKOS.GR,,25000.0,25000.0,31000.0
website,ENIMEROSI.COM,,1000.0,1000.0,1240.0
website,ENIMEROSI24.GR,,5000.0,5000.0,6200.0
website,ENLEFKO.FM,,10000.0,10000.0,12400.0
website,ENPEL.GR,,500.0,500.0,620.0
website,ENTERMESSINIA.GR,,1000.0,1000.0,1240.0
website,ENTOSPOLIS.GR,,1500.0,1500.0,1860.0
website,E-OTA.GR,,2000.0,2000.0,2480.0
website,EPARXIES.GR,,1000.0,1000.0,1240.0
website,EPILOGES.TV,,2000.0,2000.0,2480.0
website,EPIRUSGATE.BLOGSPOT.COM,,1000.0,1000.0,1240.0
website,EPIRUSONLINE.GR,,2000.0,2000.0,2480.0
website,EPIRUSPOST.GR,,1000.0,1000.0,1240.0
website,EPIXEIRO.GR,,10000.0,10000.0,12400.0
website,EPTANEWS.GR,,1000.0,1000.0,1240.0
website,E-PTOLEMEOS.GR,,2500.0,2500.0,3100.0
website,E-RADIO.GR,,16000.0,16000.0,19840.0
website,EREPORTAZ.GR,,5000.0,5000.0,6200.0
website,ERGASIA-PRESS.GR,,1000.0,1000.0,1240.0
website,ERMISILIAS.GR,,1000.0,1000.0,1240.0
website,ERMISNEWS.GR,,1000.0,1000.0,1240.0
website,ERT.GR,,40000.0,40000.0,49600.0
website,ESQUIRE.COM.GR,,2000.0,2000.0,2480.0
website,E-THESSALIA.GR,,1000.0,1000.0,1240.0
website,ETHNOS.GR,,25000.0,25000.0,31000.0
website,EURACTIV.GR,,5000.0,5000.0,6200.0
website,EURO2DAY.GR,,30000.0,30000.0,37200.0
website,EUROHOOPS.NET,,10000.0,10000.0,12400.0
website,EVIATOPBLOG.GR,,1000.0,1000.0,1240.0
website,EVIAZOOM.GR,,1000.0,1000.0,1240.0
website,EVIMA.GR,,1000.0,1000.0,1240.0
website,E-VIMA.GR,,1000.0,1000.0,1240.0
website,EVOIKOSTIPOS.GR,,1000.0,1000.0,1240.0
website,E-VOLOS.GR,,1000.0,1000.0,1240.0
website,EVROS24.GR,,1500.0,1500.0,1860.0
website,EVROS-NEWS.GR,,4000.0,4000.0,4960.0
website,EVRYTANIKA.GR,,1000.0,1000.0,1240.0
website,EVRYTANIKOSPALMOS.GR,,1000.0,1000.0,1240.0
website,EXPERTNEWS.GR,,5000.0,5000.0,6200.0
website,FILODIMOS.GR,,1500.0,1500.0,1860.0
website,FIMOTRO.GR,,5000.0,5000.0,6200.0
website,FLASHNEWS.GR,,3500.0,3500.0,4340.0
website,FOCUS-RADIO.GR,,1000.0,1000.0,1240.0
website,FOKIDANEWS.GR,,1000.0,1000.0,1240.0
website,FONIKASTORIAS.GR,,1000.0,1000.0,1240.0
website,FONIMALEVIZIOU.GR,,1000.0,1000.0,1240.0
website,FONINAOUSIS.GR,,1000.0,1000.0,1240.0
website,FONIRODOPIS.GR,,1000.0,1000.0,1240.0
website,FONI-VISALTIAS.GR,,1000.0,1000.0,1240.0
website,FONOGRAFOS.NET,,500.0,500.0,620.0
website,FOREIGNAFFAIRS.GR,,10000.0,10000.0,12400.0
website,FORTUNEGREECE.COM,,5000.0,5000.0,6200.0
website,FOUIT.GR,,1000.0,1000.0,1240.0
website,FPRESS.GR,,10000.0,10000.0,12400.0
website,FREESUNDAY.GR,,10000.0,10000.0,12400.0
website,GARGALIANOIONLINE.GR,,2000.0,2000.0,2480.0
website,GAZZETTA.GR,,37000.0,37000.0,45880.0
website,GLOW.GR,,5000.0,5000.0,6200.0
website,GLYKOULI.GR,,5000.0,5000.0,6200.0
website,GNOMIARTAS.GR,,1000.0,1000.0,1240.0
website,GNOMIP.GR,,2000.0,2000.0,2480.0
website,GOODNET.GR,,1500.0,1500.0,1500.0
website,GOSSIP-TV.GR,,25000.0,25000.0,31000.0
website,GR.ASKMEN.COM,,5000.0,5000.0,6200.0
website,GR.HELLOMAGAZINE.COM,,2000.0,2000.0,2480.0
website,GREEKNEWSONLINE.COM,,10000.0,10000.0,10000.0
website,GREVENAMEDIA.GR,,1000.0,1000.0,1240.0
website,GREVENIOTIS.GR,,1500.0,1500.0,1860.0
website,GRTIMES.GR,,2000.0,2000.0,2480.0
website,HALKIDIKIFOCUS.GR,,1000.0,1000.0,1240.0
website,HALKIDIKINEWS.GR,,1000.0,1000.0,1240.0
website,HALKIDIKIPOST.GR,,1000.0,1000.0,1240.0
website,HALKIDIKIVOICE.GR,,1000.0,1000.0,1240.0
website,HANIA.NEWS,,2000.0,2000.0,2480.0
website,HANIOTIKA-NEA.GR,,2000.0,2000.0,2480.0
website,HEALTHMAG.GR,,5000.0,5000.0,6200.0
website,HEALTHREPORTAZ.GR,,5000.0,5000.0,6200.0
website,HEALTHVIEW.GR,,5000.0,5000.0,6200.0
website,HEALTHWEB.GR,,3000.0,3000.0,3720.0
website,HELLASJOURNAL.COM,,20000.0,20000.0,20000.0
website,HIT889.GR,,10000.0,10000.0,12400.0
website,HUFFINGTONPOST.GR,,50000.0,50000.0,62000.0
website,HXONEWS.GR,,2500.0,2500.0,3100.0
website,IAPOPSI.GR,,15000.0,15000.0,18600.0
website,IATRONET.GR,,20000.0,20000.0,24800.0
website,IATROPEDIA.GR,,18000.0,18000.0,22320.0
website,IEFIMERIDA.GR,,250000.0,250000.0,310000.0
website,IKIVOTOS.GR,,2000.0,2000.0,2480.0
website,ILAMIA.GR,,1000.0,1000.0,1240.0
website,ILARISSA.GR,,1000.0,1000.0,1240.0
website,ILIA.NEWS,,1000.0,1000.0,1240.0
website,ILIA24.GR,,1000.0,1000.0,1240.0
website,ILIALIVE.GR,,1000.0,1000.0,1240.0
website,ILIANET.GR,,1000.0,1000.0,1240.0
website,ILIAVOICE.GR,,1000.0,1000.0,1240.0
website,ILIAWEB.GR,,1000.0,1000.0,1240.0
website,ILIDAKAMPOS.GR,,1000.0,1000.0,1240.0
website,IMERAZANTE.GR,,1000.0,1000.0,1240.0
website,IMERISIA-VER.GR,,1000.0,1000.0,1240.0
website,IMOMMY.GR,,20000.0,20000.0,24800.0
website,IN.GR,,253000.0,253000.0,313720.0
website,INDICATOR.GR,,1000.0,1000.0,1240.0
website,INFOWOMAN.GR,,3000.0,3000.0,3720.0
website,INKEFALONIA.GR,,1000.0,1000.0,1240.0
website,INKOMOTINI.NEWS,,4000.0,4000.0,4960.0
website,INSIDER.GR,,13000.0,13000.0,16120.0
website,INSURANCEWORLD.GR,,3050.0,3050.0,3782.0
website,INVERIA.GR,,1000.0,1000.0,1240.0
website,IOANNINATV.GR,,1000.0,1000.0,1240.0
website,IPAIDEIA.GR,,5000.0,5000.0,6200.0
website,IPOP.GR,,5500.0,5500.0,6820.0
website,IRIDATV.GR,,1000.0,1000.0,1240.0
website,ISELIDA.GR,,1000.0,1000.0,1240.0
website,ISHOW.GR,,5000.0,5000.0,6200.0
website,ISTIGMES.GR,,1000.0,1000.0,1240.0
website,KALAMATAJOURNAL.GR,,500.0,500.0,620.0
website,KALAMPAKACITY.GR,,1000.0,1000.0,1240.0
website,KALIMERA-ARKADIA.GR,,1000.0,1000.0,1240.0
website,KALLITHEAPRESS.GR,,1000.0,1000.0,1240.0
website,KALYMNOS-NEWS.GR,,1000.0,1000.0,1240.0
website,KAPA-NEWS.GR,,1000.0,1000.0,1240.0
website,KARATZOVA.COM,,1000.0,1000.0,1240.0
website,KARDITSALIVE.NET,,1000.0,1000.0,1240.0
website,KARDITSAPRESS.GR,,1000.0,1000.0,1240.0
website,KARFITSA.GR,,8000.0,8000.0,9920.0
website,KASSETA.GR,,5000.0,5000.0,6200.0
website,KASTORIA365.GR,,1000.0,1000.0,1240.0
website,KASTORIANIESTIA.GR,,1000.0,1000.0,1240.0
website,KATHIMERINI.GR,,150000.0,150000.0,186000.0
website,KAVALANEWS.GR,,2000.0,2000.0,2480.0
website,KAVALAPOST.GR,,3000.0,3000.0,3720.0
website,KAVALAPRESS.GR,,1000.0,1000.0,1240.0
website,KAVALAWEBNEWS.GR,,2000.0,2000.0,2480.0
website,KEFALONIAPRESS.GR,,1000.0,1000.0,1240.0
website,KERKIDASPORT.GR,,1000.0,1000.0,1240.0
website,KERKYRASIMERA.GR,,1000.0,1000.0,1240.0
website,KISS.GR,,40000.0,40000.0,49600.0
website,KOINIGNOMI.GR,,1000.0,1000.0,1240.0
website,KOINONIKI.GR,,2000.0,2000.0,2480.0
website,KONTRANEWS.GR,,23000.0,23000.0,28520.0
website,KORINTHIAKI.GR,,1000.0,1000.0,1240.0
website,KORINTHOSNEWS.GR,,1000.0,1000.0,1240.0
website,KORINTHOSTV.GR,,1000.0,1000.0,1240.0
website,KOSMOSCHANIA.GR,,2000.0,2000.0,2480.0
website,KOSMOSLARISSA.GR,,1000.0,1000.0,1240.0
website,KOSNEWS24.GR,,1000.0,1000.0,1240.0
website,KOSTODAY.COM,,1000.0,1000.0,1240.0
website,KOZAN.GR,,1000.0,1000.0,1240.0
website,KOZANILIFE.GR,,1000.0,1000.0,1240.0
website,KOZANIMEDIA.GR,,1500.0,1500.0,1860.0
website,KRITI24.GR,,2000.0,2000.0,2480.0
website,K-TYPOS.GR,,1000.0,1000.0,1240.0
website,LADYLIKE.GR,,20000.0,20000.0,24800.0
website,LAIKOYRA.GR,,1000.0,1000.0,1240.0
website,LAKONIKANEA.GR,,1000.0,1000.0,1240.0
website,LAKONIKOS.GR,,1000.0,1000.0,1240.0
website,LAMIANOW.GR,,2000.0,2000.0,2480.0
website,LAMIAREPORT.GR,,2000.0,2000.0,2480.0
website,LAMPSIFM.GR,,5000.0,5000.0,6200.0
website,LAOSNEWS.GR,,1000.0,1000.0,1240.0
website,LARISANEW.GR,,1000.0,1000.0,1240.0
website,LARISSANET.GR,,1000.0,1000.0,1240.0
website,LARISSAPRESS.GR,,1000.0,1000.0,1240.0
website,LAWANDORDER.GR,,30000.0,30000.0,37200.0
website,LAWSPOT.GR,,2000.0,2000.0,2480.0
website,LEFKADAPRESS.GR,,1000.0,1000.0,1240.0
website,LEFKADATODAY.GR,,1000.0,1000.0,1240.0
website,LEFKADAWEB.GR,,1000.0,1000.0,1240.0
website,LEFKASNEWS.GR,,1000.0,1000.0,1240.0
website,LEPANTORTV.GR,,1000.0,1000.0,1240.0
website,LESVOSNEWS.NET,,1000.0,1000.0,1240.0
website,LESVOSPOST.COM,,1000.0,1000.0,1240.0
website,LIBERAL.GR,,120000.0,120000.0,148800.0
website,LIFO.GR,,120000.0,120000.0,148800.0
website,LIMNOSREPORT.GR,,1000.0,1000.0,1240.0
website,LIVE24.GR,,10000.0,10000.0,12400.0
website,LOGIASTARATA.GR,,1000.0,1000.0,1240.0
website,LOGOSPELLAS.GR,,1000.0,1000.0,1240.0
website,LOGOTYPOS.GR,,1000.0,1000.0,1240.0
website,LOUTRAKI365.GR,,500.0,500.0,620.0
website,LOUTRAKIBLOG.GR,,1000.0,1000.0,1240.0
website,LYKAVITOS.GR,,10000.0,10000.0,12400.0
website,MAD.TV,,10000.0,10000.0,12400.0
website,MAG24.GR,,2000.0,2000.0,2480.0
website,MAGDASNEWS.GR,,3000.0,3000.0,3720.0
website,MAGNESIANEWS.GR,,1000.0,1000.0,1240.0
