category,name,district,amount_instructed,pre_tax_billed_amount,total_value_with_tax
radio,ΠΑΛΜΟΣ FM,ΜΕΣΣΗΝΙΑΣ,3000.0,3000.0,3720.0
radio,"ΠΑΛΜΟΣ FM 99,5",ΔΩΔΕΚΑΝΗΣΟΥ,2000.0,2000.0,2480.0
radio,ΠΑΝΟΡΑΜΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,5000.0,5000.0,6200.0
radio,ΠΑΡΑΠΟΛΙΤΙΚΑ,ΑΤΤΙΚΗΣ,40000.0,40000.0,49600.0
radio,ΠΑΡΑΠΟΛΙΤΙΚΑ ΚΡΗΤΗΣ,ΡΕΘΥΜΝΟΥ,2000.0,2000.0,2480.0
radio,ΠΑΤΡΙΔΑ FM,ΡΟΔΟΠΗΣ,1000.0,1000.0,1240.0
radio,ΠΕΙΡΑΙΑΣ ΚΑΝΑΛΙ 1,ΑΤΤΙΚΗΣ,5000.0,5000.0,6200.0
radio,ΠΟΛΙΤΕΙΑ FM,ΛΑΚΩΝΙΑΣ,2000.0,2000.0,2480.0
radio,"ΠΡΩΪΝΗ 93,7",ΚΑΒΑΛΑΣ,2000.0,2000.0,2480.0
radio,"Ρ. ΗΓΟΥΜΕΝΙΤΣΑ/ ΕΝ ΠΛΩ 89,2",ΘΕΣΠΡΩΤΙΑΣ,2000.0,2000.0,2480.0
radio,"Ρ.ΕΒΡΟΣ 97,1",ΕΒΡΟΥ,2000.0,2000.0,2480.0
radio,ΡΑΔΙΟ CAFE,ΣΑΜΟΥ,1500.0,1500.0,1755.0
radio,ΡΑΔΙΟ ΑΙΓΙΟ,ΑΧΑΪΑΣ,1500.0,1500.0,1860.0
radio,ΡΑΔΙΟ ΑΛΦΑ ΛΗΜΝΟΥ,ΛΕΣΒΟΥ,1500.0,1500.0,1860.0
radio,ΡΑΔΙΟ ΑΜΒΡΑΚΙΑ,ΑΙΤ/ΝΙΑΣ,1500.0,1500.0,1860.0
radio,ΡΑΔΙΟ ΑΜΟΡΕ,ΧΑΝΙΩΝ,4000.0,4000.0,4960.0
radio,"ΡΑΔΙΟ ΑΡΤΑ 101,5",ΑΡΤΑΣ,1500.0,1500.0,1860.0
radio,ΡΑΔΙΟ ΓΑΜΜΑ,ΑΧΑΪΑΣ,2000.0,0.0,0.0
radio,ΡΑΔΙΟ ΔΙΣΤΟΜΟ,ΒΟΙΩΤΙΑΣ,1500.0,1500.0,1860.0
radio,ΡΑΔΙΟ ΕΜΦΑΣΗ,ΜΕΣΣΗΝΙΑΣ,2000.0,2000.0,2480.0
radio,ΡΑΔΙΟ ΈΝΑ,ΚΑΒΑΛΑΣ,1000.0,1000.0,1240.0
radio,ΡΑΔΙΟ ΕΝΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,10000.0,10000.0,12400.0
radio,"ΡΑΔΙΟ ΕΝΗΜΕΡΩΣΗ 92,2",ΠΙΕΡΙΑΣ,2000.0,2000.0,2480.0
radio,ΡΑΔΙΟ ΕΠΙΛΟΓΕΣ,ΣΕΡΡΩΝ,3000.0,3000.0,3720.0
radio,"ΡΑΔΙΟ ΕΠΤΑΝΗΣΑ 98,8",ΚΕΡΚΥΡΑΣ,1000.0,1000.0,1240.0
radio,ΡΑΔΙΟ ΕΨΙΛΟΝ 103,ΣΕΡΡΩΝ,3000.0,3000.0,3000.0
radio,"ΡΑΔΙΟ ΗΜΑΘΙΑ 97,3",ΗΜΑΘΙΑΣ,1000.0,1000.0,1240.0
radio,ΡΑΔΙΟ ΘΕΣΣΑΛΙΑ FM 96,ΚΑΡΔΙΤΣΑΣ,3000.0,3000.0,3720.0
radio,ΡΑΔΙΟ ΘΕΣΣΑΛΙΑ FM 96,ΕΒΡΟΥ,2000.0,2000.0,2480.0
radio,ΡΑΔΙΟ ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ,30000.0,30000.0,37200.0
radio,ΡΑΔΙΟ ΘΗΒΑ,ΒΟΙΩΤΙΑΣ,2000.0,2000.0,2480.0
radio,ΡΑΔΙΟ ΚΑΛΛΟΝΗ,ΛΕΣΒΟΥ,1500.0,1500.0,1755.0
radio,"ΡΑΔΙΟ ΚΑΡΠΕΝΗΣΙ 97,5",ΕΥΡΥΤΑΝΙΑΣ,3000.0,3000.0,3720.0
radio,ΡΑΔΙΟ ΚΑΣΣΑΝΔΡΑ,ΧΑΛΚΙΔΙΚΗΣ,2000.0,2000.0,2480.0
radio,ΡΑΔΙΟ ΚΕΡΚΥΡΑ 100.1,ΚΕΡΚΥΡΑΣ,1000.0,1000.0,1240.0
radio,ΡΑΔΙΟ ΛΗΜΝΟΣ,ΛΕΣΒΟΥ,1500.0,1500.0,1860.0
radio,ΡΑΔΙΟ ΜΕΤΕΩΡΑ,ΤΡΙΚΑΛΩΝ,2000.0,2000.0,2480.0
radio,ΡΑΔΙΟ ΠΑΡΑΤΗΡΗΤΗΣ,ΡΟΔΟΠΗΣ,1500.0,1500.0,1860.0
radio,ΡΑΔΙΟ ΠΟΛΙΣ,ΛΑΡΙΣΗΣ,1000.0,1000.0,1240.0
radio,ΡΑΔΙΟ ΠΡΕΒΕΖΑ,ΠΡΕΒΕΖΑΣ,3000.0,3000.0,3720.0
radio,ΡΑΔΙΟ ΡΟΥΜΕΛΗ 98,ΦΘΙΩΤΙΔΑΣ,1000.0,0.0,0.0
radio,"ΡΑΔΙΟ ΣΕΡΡΕΣ 98,9",ΣΕΡΡΩΝ,3000.0,3000.0,3000.0
radio,ΡΑΔΙΟ ΣΙΑΤΙΣΤΑ,ΚΟΖΑΝΗΣ,2000.0,2000.0,2480.0
radio,"ΡΑΔΙΟ ΣΚΑΪ 96,4(ΠΡΩΗΝ ΝΙΚΗ)",ΜΕΣΣΗΝΙΑΣ,1500.0,1500.0,1860.0
radio,ΡΑΔΙΟ ΤΟΞΟΤΗΣ,ΠΕΛΛΑΣ,2000.0,2000.0,2480.0
radio,ΡΑΔΙΟ ΦΛΩΡΙΝΑ,ΦΛΩΡΙΝΑΣ,3000.0,3000.0,3720.0
radio,ΡΥΘΜΟΣ,ΑΤΤΙΚΗΣ,40000.0,40000.0,49600.0
radio,ΡΥΘΜΟΣ,ΧΑΝΙΩΝ,3000.0,3000.0,3720.0
radio,"ΣΑΜΟΣ FM 97,7",ΣΑΜΟΥ,1500.0,1500.0,1755.0
radio,"ΣΕΙΡΙΟΣ FM 95,8",ΒΟΙΩΤΙΑΣ,2000.0,2000.0,2480.0
radio,ΣΗΤΕΙΑ FM,ΛΑΣΙΘΙΟΥ,1500.0,1500.0,1860.0
radio,ΣΚΑΙ,ΑΤΤΙΚΗΣ,80000.0,80000.64,99200.79
radio,ΣΚΑΪ,ΑΡΓΟΛΙΔΑΣ,3000.0,3000.0,3720.0
radio,"ΣΚΑΪ  90,2 FM",ΖΑΚΥΝΘΟΥ,2000.0,2000.0,2480.0
radio,"ΣΚΑΪ 89,4",ΑΧΑΪΑΣ,4000.0,4000.0,4960.0
radio,"ΣΚΑΪ 92,1",ΗΡΑΚΛΕΙΟΥ,2000.0,2000.0,2480.0
radio,ΣΚΑΙ FM 100,ΔΩΔΕΚΑΝΗΣΟΥ,2000.0,2000.0,2480.0
radio,ΣΚΑΪ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,1500.0,1500.0,1755.0
radio,"ΣΚΑΪ ΑΡΚΑΔΙΑΣ 102,8",ΑΡΚΑΔΙΑΣ,1500.0,1500.0,1860.0
radio,ΣΤΑΓΩΝ,ΤΡΙΚΑΛΩΝ,3000.0,3000.0,3720.0
radio,ΣΤΑΘΜΟΣ ΜΕΣΟΛΟΓΓΙΟΥ 92,ΑΙΤ/ΝΙΑΣ,1000.0,1000.0,1240.0
radio,"ΣΤΙΓΜΑ FM 97,6",ΖΑΚΥΝΘΟΥ,2000.0,2000.0,2480.0
radio,ΣΤΟ ΚΟΚΚΙΝΟ,ΑΤΤΙΚΗΣ,5000.0,5000.0,6200.0
radio,ΣΦΑΙΡΑ,ΑΤΤΙΚΗΣ,40000.0,40000.0,49600.0
radio,ΥΔΡΟΓΕΙΟΣ,ΗΡΑΚΛΕΙΟΥ,1500.0,1500.0,1860.0
radio,ΧΡΟΝΟΣ,ΡΟΔΟΠΗΣ,1500.0,1500.0,1860.0
radio,"ΧΡΩΜΑ 105,8",ΘΕΣΣΑΛΟΝΙΚΗΣ,5000.0,5000.0,6200.0
radio,"ΨΙΘΥΡΟΙ 90,3",ΔΡΑΜΑΣ,500.0,500.0,620.0
tv,A.EPSILON KΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,5000.0,5014.1,6217.48
tv,A.EPSILON ΑΝΑΤ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,5000.0,5014.1,6217.48
tv,A.EPSILON ΝΕΤ,ΜΕΣΣΗΝΙΑΣ,5000.0,5014.1,6217.48
tv,ACHAIA CHANNEL,ΑΧΑΪΑΣ,5000.0,5000.0,6200.0
tv,ACTION 24,ΑΤΤΙΚΗΣ,140000.0,139857.0,173422.68
tv,ALERT,ΑΤΤΙΚΗΣ,15000.0,14976.0,18570.24
tv,ALPHA,,680000.0,679483.0,842558.92
tv,ANTENNA,,780000.0,779991.0,967188.84
tv,ARKADIKI,ΑΡΚΑΔΙΑΣ,3000.0,3000.0,3720.0
tv,ART TV,ΑΡΤΑΣ,5000.0,5000.0,6200.0
tv,ASTRA TV,ΜΑΓΝΗΣΙΑΣ,10000.0,10000.0,12400.0
tv,ATLAS,ΘΕΣΣΑΛΟΝΙΚΗΣ,10000.0,10000.0,12400.0
tv,ATTICA TV /SBC,ΑΤΤΙΚΗΣ,20000.0,20052.0,24864.48
tv,BEST,ΑΤΤΙΚΗΣ,15000.0,15000.0,18600.0
tv,BLUE  SKY,ΑΤΤΙΚΗΣ,50000.0,50000.0,62000.0
tv,CENTER,ΚΑΒΑΛΑΣ,8000.0,8000.0,9920.0
tv,CHANNEL 9,ΑΤΤΙΚΗΣ,10000.0,9995.0,12393.8
tv,CORFU CHANNEL,ΚΕΡΚΥΡΑΣ,5000.0,4939.8,6125.35
tv,COSMOTE,,50000.0,49790.0,61739.6
tv,CRETA CHANNEL,ΗΡΑΚΛΕΙΟΥ,15000.0,15000.0,18600.0
tv,DIMOTIKI THLEORASI KΩ,ΔΩΔΕΚΑΝΗΣΟΥ,3000.0,2996.0,3505.32
tv,ENA,ΦΘΙΩΤΙΔΑΣ,10000.0,10000.0,12400.0
tv,EPSILON,ΑΤΤΙΚΗΣ,10000.0,10028.2,12434.97
tv,EPSILON ΘΕΣΣΑΛΟΝΙΚΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,5000.0,5014.1,6217.48
tv,EUROCHANNEL,ΚΙΛΚΙΣ,3000.0,3000.0,3720.0
tv,EUROPE ONE,ΘΕΣΣΑΛΟΝΙΚΗΣ,7000.0,7000.0,8680.0
tv,EXTRA,ΑΤΤΙΚΗΣ,10000.0,10028.2,12434.97
tv,FLASH TV,ΚΟΖΑΝΗΣ,8000.0,8000.0,9920.0
tv,FOX,,50000.0,50004.0,62004.96
tv,HIGH,ΑΤΤΙΚΗΣ,5000.0,5000.0,6200.0
tv,I TV,ΙΩΑΝΝΙΝΩΝ,15000.0,15000.0,18600.0
tv,IRIDATV,ΔΩΔΕΚΑΝΗΣΟΥ,5000.0,4984.0,6180.16
tv,KONTRA,ΑΤΤΙΚΗΣ,30000.0,29988.16,37185.32
tv,LEPANTO,ΑΙΤ/ΝΙΑΣ,8000.0,8000.0,9920.0
tv,MAD TV,ΑΤΤΙΚΗΣ,15000.0,15024.0,18629.76
tv,MAKTV,ΘΕΣΣΑΛΟΝΙΚΗΣ,100000.0,99967.5,123959.7
tv,MEGA,,380000.0,379456.5,470526.06
tv,MESOGEIOS,ΜΕΣΣΗΝΙΑΣ,5000.0,5000.0,6200.0
tv,NOVA,,50000.0,49489.0,61366.36
tv,OPEN,,450000.0,449650.0,557566.0
tv,OPT,ΗΛΕΙΑΣ,5000.0,5000.0,6200.0
tv,PLPTV,ΗΛΕΙΑΣ,7000.0,6976.0,8650.24
tv,RHODOS KOSMOS,ΔΩΔΕΚΑΝΗΣΟΥ,10000.0,10000.0,12400.0
tv,RISE TV,ΑΤΤΙΚΗΣ,10000.0,10000.8,12400.99
tv,SKAI,,830000.0,830000.0,1029200.0
tv,STAR,ΔΡΑΜΑΣ,5000.0,5000.0,6200.0
tv,STAR,,730000.0,729892.0,905066.08
tv,STAR K.E.,ΦΘΙΩΤΙΔΑΣ,25000.0,25000.0,31000.0
tv,START,ΚΕΡΚΥΡΑΣ,5000.0,5000.0,6200.0
tv,SUPER B,ΑΧΑΪΑΣ,10000.0,10000.0,12400.0
tv,SYROS TV1,ΚΥΚΛΑΔΩΝ,5000.0,5000.0,6200.0
tv,TOP CHANNEL,ΚΟΖΑΝΗΣ,3000.0,3000.0,3720.0
tv,TV  10,ΤΡΙΚΑΛΩΝ,5000.0,5000.0,6200.0
tv,TV 100,ΘΕΣΣΑΛΟΝΙΚΗΣ,15000.0,15000.0,18600.0
tv,TV SUPER,ΚΟΡΙΝΘΟΥ,10000.0,10000.0,12400.0
tv,TVALFA,ΕΒΡΟΥ,8000.0,7968.0,9880.32
tv,VOLCANO,ΚΥΚΛΑΔΩΝ,2000.0,1995.0,2473.8
tv,WEST CHANNEL,ΚΟΖΑΝΗΣ,10000.0,10000.0,12400.0
tv,ΑRT,ΑΤΤΙΚΗΣ,10000.0,10007.6,12409.42
tv,ΑΙΓΑΙΟ,ΔΩΔΕΚΑΝΗΣΟΥ,5000.0,5000.0,6200.0
tv,ΑΛΗΘΕΙΑ,ΧΙΟΥ,5000.0,5000.0,5850.0
tv,ΑΧΕΛΩΟΣ,ΑΙΤ/ΝΙΑΣ,10000.0,10000.0,12400.0
tv,ΒΕΡΓΙΝΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,20000.0,20000.0,24800.0
tv,ΒΗΜΑ,ΑΤΤΙΚΗΣ,7000.0,6976.0,8650.24
tv,ΔΕΛΤΑ,ΕΒΡΟΥ,10000.0,9959.05,12349.22
tv,ΔΙΚΤΥΟ,ΧΑΝΙΩΝ,10000.0,10000.0,12400.0
tv,ΔΙΚΤΥΟ 1,ΚΑΣΤΟΡΙΑΣ,5000.0,5000.0,6200.0
tv,ΔΙΟΝ,ΠΙΕΡΙΑΣ,5000.0,5000.0,6200.0
tv,ΕΓΝΑΤΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,5000.0,5000.0,6200.0
tv,ΈΝΑ,ΜΑΓΝΗΣΙΑΣ,12000.0,12000.0,14880.0
tv,"ΕΡΤ 1,2,3, SPORTS",,270000.0,269933.0,334716.92
tv,ΗΛΕΚΤΡΑ,ΚΟΡΙΝΘΟΥ,5000.0,5000.0,6200.0
tv,ΗΠΕΙΡΟΣ  TV 1,ΙΩΑΝΝΙΝΩΝ,10000.0,9999.6,12399.5
tv,ΘΕΣΣΑΛΙΑ,ΜΑΓΝΗΣΙΑΣ,15000.0,15000.0,18600.0
tv,ΘΡΑΚΗ ΝΕΤ,ΕΒΡΟΥ,10000.0,10000.0,12400.0
tv,ΙΟΝΙΑΝ CHANNEL,ΑΧΑΪΑΣ,25000.0,25000.0,31000.0
tv,ΚΡΗΤΗ 1,ΧΑΝΙΩΝ,5000.0,5000.0,6200.0
tv,ΚΡΗΤΗ TV,ΗΡΑΚΛΕΙΟΥ,25000.0,25000.0,31000.0
tv,ΝΕΑ ΤΗΛΕΟΡΑΣΗ,ΧΑΝΙΩΝ,15000.0,15000.0,18600.0
tv,ΝΕΧΤ ΠΡΩΗΝ XANTHI CHANNEL,ΞΑΝΘΗΣ,3000.0,3000.0,3720.0
tv,ΟΡΕΣΤΙΑΔΑ (Δ),ΕΒΡΟΥ,5000.0,5000.0,6200.0
tv,ΠΑΤΡΙΔΑ,ΧΙΟΥ,5000.0,5000.0,6200.0
tv,ΠΕΛΛΑ TV,ΠΕΛΛΑΣ,5000.0,5000.0,6200.0
tv,ΣΑΜΙΑΚΗ,ΣΑΜΟΥ,5000.0,5000.0,5850.0
tv,ΣΗTEIA TV,ΛΑΣΙΘΙΟΥ,3000.0,3000.0,3720.0
tv,ΤRT  TV,ΜΑΓΝΗΣΙΑΣ,25000.0,25063.0,31078.12
tv,ΤV MYTILINI,ΛΕΣΒΟΥ,5000.0,5000.0,6200.0
tv,ΤΗΛΕΠΙΛΟΓΕΣ,ΣΕΡΡΩΝ,4000.0,4000.0,4960.0
